2,Community Name,,Used For,Alternate Names/Spellings,Cultural Affiliations,Political Affiliations,Language(s),Treaty/Agreement/Settlement,Band #,Reserve/Settlement Name,Reserve/Settlement Location (NRCan),Source(s),Notes,Vetted by,Vetted date,,,,,,,,,,,,,,,
398,Membertou First Nation,,Membertou,,Mi'kmaq,Union of Nova Scotia Indians,"English
Mi'kmaw",Peace and Friendship Treaties,26,"Caribou Marsh 29
Malagawatch 4
Membertou 28B
Sydney 28A","8 km SW of Sydney
62 km SW of Sydney
1.6 km s of Sydney
1.6 km NW of Sydney","https://novascotia.ca/abor/aboriginal-people/community-info/
https://www.membertou.ca/
https://www.thecanadianencyclopedia.ca/en/article/peace-and-friendship-treaties",,Patricia Knockwood,2019-06-14,,,,,,,,,,,,,,,
399,Metepenagiag Mi'kmaq Nation,,Metepenagiag Mi'kmaq Nation,"Red Bank
Metepenagiag First Nation",Mi'kmaq,North Shore MicMac District Council,"Mi'kmaw
English",Peace and Friendship Treaties,14,"BIG HOLE TRACT 8 (north half)
Indian point 1
METEPENAGIAG UTA'NK 
 RED BANK 4 
RED BANK 7","20.8 KM WEST OF/DE NEWCASTLE 
19.2 KM WEST OF/DE NEWCASTLE 
 East side of Douglastown Boulevard and soth side of King George Highway, City of Miramichi 
22.5 KM W/O OF/DE NEWCASTLE 
24 KM WEST OF/DE NEWCASTLE","http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=14
https://www.nsmdc.ca/
https://www.thecanadianencyclopedia.ca/en/article/peace-and-friendship-treaties",,"Nathelie Mainville
Patricia Knockwood",2019-06-14,,,,,,,,,,,,,,,
400,Metis Communities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Metis Nation Saskatchewan,,,,,,,,,,,https://metisnationsk.com/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
402,Metlakatla,,,,,Tsimshian First Nations Treaty Society,Sm'algyax,,,,,http://www.kitsumkalum.com/,Prince Rupert,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
403,Miawpukek Mi’kamawey Mawi’omi,,Miawpukek First Nation,Conne River,Mi’kmaq,,"Mi'kmaw, English",,47,Samiajij Miawpukek,224 Km south of Gander,"http://www.mfngov.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/FNP/Main/Search/FNMain.aspx?BAND_NUMBER=47&lang=eng",Conne River,Patricia Knockwood,June 14 2019,,,,,,,,,,,,,,,
404,Michipicoten First Nation,,Michipicoten,,"Anishnabek
Ojibway","Union of Ontario Indians
Unaffiliated","Ojibwemowin
English",Robinson-Superior Treaty,225,"Chapleau 61
Gros Cap 49
Gros Cap Indian Village 49A
Missanabie 62","http://www4.rncan.gc.ca/search-place-names/unique/FESXW
http://www4.rncan.gc.ca/search-place-names/unique/FESYT
http://www4.rncan.gc.ca/search-place-names/unique/FESYU
http://www4.rncan.gc.ca/search-place-names/unique/FESZQ","https://www.michipicoten.com
http://www.firstnation.ca/michipicoten
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=225",,Tim Knight,24Jan2019,,,,,,,,,,,,,,,
405,Micmacs of Gesgapegiag,,"Micmacs of Gesgapegiag (First Nation)
Maria Indian Band",,Mi’gmaq,Mi'gmawei Mawiomi Secretariat,"Mi’gmaq
English
French",Peace and Friendship Treaties,52,Gesgapegiag,"Gesgapegiag, Maria, Quebec","https://www.gesgapegiag.ca/en/history
https://www.migmawei.ca/about-us/
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_gesgapegiag-eng.html
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=52
http://www.autochtones.gouv.qc.ca/relations_autochtones/profils_nations/micmacs_en.htm",Existing LC: http://id.loc.gov/authorities/names/no2015134606.html ; Wikidata: https://www.wikidata.org/wiki/Q27691952,Robin Desmeules,3June2019,,,,,,,,,,,,,,,
406,Mikisew Cree First Nation,,,,Cree,Athabasca Tribal Council (ATC),"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 8,461,"Allison Bay 219
Charles Lake 225
Collin Lake 223
Cornwall Lake 224
Devil's Gate 220
Dog Head 218
Old Fort 217
Peace Point 222
Sandy Point 221","http://www4.rncan.gc.ca/search-place-names/unique/IAUEV
http://www4.rncan.gc.ca/search-place-names/unique/IAUES
http://www4.rncan.gc.ca/search-place-names/unique/IAUER
http://www4.rncan.gc.ca/search-place-names/unique/IAUEQ
http://www4.rncan.gc.ca/search-place-names/unique/IAUEW
http://www4.rncan.gc.ca/search-place-names/unique/IAUEO
http://www4.rncan.gc.ca/search-place-names/unique/IAUET
http://www4.rncan.gc.ca/search-place-names/unique/IAUFJ
http://www4.rncan.gc.ca/search-place-names/unique/IAUEU","http://mikisewcree.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=461
http://atcfn.ca/",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
407,Millbrook First Nation,,Millbrook,,Mi'kmaq,Confederacy of Mainland Mi'kmaq,"English
Mi'kmaw",Peace and Friendship Treaties,27,"BEAVER LAKE 17 
COLE HARBOUR 30 
MILLBROOK 27 
SHEET HARBOUR 36 
TRURO 27A 
TRURO 27B 
TRURO 27C","78.4 KM SE OF/DE HALIFAX 
9.6 KM E OF/DE HALIFAX
8 KM S/S OF/DE TRURO 
91.2 KM NE OF/DE HALIFAX 
ADJOINS S LIMIT TRURO 
ADJOINS TRURO 27A ON S
Adjoins Truro I.R. no 27B on the south","https://novascotia.ca/abor/aboriginal-people/community-info/
https://www.millbrookband.com/
https://www.thecanadianencyclopedia.ca/en/article/peace-and-friendship-treaties",,Patricia Knockwood,2019-06-14,,,,,,,,,,,,,,,
408,Ministikwan Lake,,Ministikwan Lake Cree Nation / Island Lake First Nation,,,Meadow Lake Tribal Council,,Treaty 6,397,,,https://www.mltc.net/ministikwan-lake-cree-nation.php,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
409,Mishkeegogamang Ojibway Nation,,"Mishkeegogamang
Mishkeegogamang First Nation
Osnaburgh (Mishkeegogamang)
Osnaburgh First Nation",,"Anishnabek
Ojibway","Nishnawbe-Aski Nation
Indepenent First Nations Alliance","Ojibwemowin
Anishininimowin
English",Treaty 9,203,"Osnaburgh 63A
Osnaburgh 63B","http://www4.rncan.gc.ca/search-place-names/unique/FETAF
http://www4.rncan.gc.ca/search-place-names/unique/FETAG","http://www.mishkeegogamang.ca
http://www.firstnation.ca/osnaburgh-mishkeegogamang
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=203",,Tim Knight,24Jan2019,,,,,,,,,,,,,,,
410,Misipawastik Cree Nation,,Grand Rapids First Nation,,Swampy Cree,Swampy Cree Tribal Council,"Cree
English",Treaty 5,310,"Grand Rapids 33
Masikiskahk","http://www4.rncan.gc.ca/search-place-names/unique/GBPFW
http://www4.rncan.gc.ca/search-place-names/unique/GBTOY","https://misipawistik.com/
https://swampycree.com/misipawastik-cree-nation-2/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=310",,Tim Knight,16Jun2019,,,,,,,,,,,,,,,
411,Missanabie Cree First Nation,,"Missanabie Cree
Missanabie Cree Nation",,Cree,"Nishnawbe-Aski Nation
Mushkegowuk Council","Cree
English",Treaty 9,223,Missanabie Cree First Nation,no NRCan listing,"https://www.missanabiecreefn.com
http://www.firstnation.ca/missanabie-cree-nation
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=223","""Since 1906, there have never been any lands set apart for the use and benefit of the Missanabie Cree ... In 2010, the Missanabie Cree First Nation successfully concluded an agreement with the Government of Ontario for a land transfer of 15 square miles of Crown land in the Missanabie area.""",Tim Knight,24Jan2019,,,,,,,,,,,,,,,
412,Mississauga First Nation,,"Mississauga
Mississauga #8
Mississauga #8 First Nation
Misswezahging",,"Anishnabek
Ojibway","Union of Ontario Indians
North Shore Tribal Council","Ojibwemowin
English",Robinson-Huron Treaty,200,Mississagi River 8,http://www4.rncan.gc.ca/search-place-names/unique/FESZR,"https://www.mississaugi.com
http://www.firstnation.ca/mississauga-8
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=200",,Tim Knight,24Jan2019,,,,,,,,,,,,,,,
413,Mississaugas of Scugog Island First Nation,,"Mississaugas of Scugog Island
Scugog Island
Scugog Island First Nation",,"Anishnabek
Ojibway","Union of Ontario Indians
Ogemawahj Tribal Council","Ojibwemowin
English",Upper Canada Treaties Area 1,140,"Islands in the Trent Waters 36A
Mississaug's of Scugog Island","http://www4.rncan.gc.ca/search-place-names/unique/FESYX
http://www4.rncan.gc.ca/search-place-names/unique/FESWC","https://scugogfirstnation.com/Public/Home.aspx
http://www.firstnation.ca/scugog-island
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=140",,Tim Knight,24Jan2019,,,,,,,,,,,,,,,
414,Mississaugas of the Credit First Nation,,Mississaugas of the New Credit First Nation,,"Anishnabek
Ojibway","Association of Iroquois and Allied Indians
Unafilliated","Ojibwemowin
English",Upper Canada Treaties Area 2,120,New Credit 40A,http://www4.rncan.gc.ca/search-place-names/unique/FESZZ,"http://mncfn.ca
http://www.firstnation.ca/new-credit-mississaugas
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=120","Name changed January 8, 2019.",Tim Knight,24Jan2019,,,,,,,,,,,,,,,
415,Mistawasis Nêhiyawak,,Mistawasis First Nation,,,Saskatoon Tribal Council,,Treaty 6,374,,,https://www.sktc.sk.ca/member-nations/mistawasis-first-nation/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
416,Mitaanjigaming First Nation,,Stanjikomiing First Nation,,"Anishnabek
Ojibway","Grand Council of Treaty 3
Pwi-Di-Goo-Zing-Ne-Yaa-Zhing Advisory Services","Ojibwemowin
English",Treaty 3,133,"Agency 1
Rainy Lake 18C","http://www4.rncan.gc.ca/search-place-names/unique/FESVI
http://www4.rncan.gc.ca/search-place-names/unique/FESWP","http://mitaanjigamiing.ca
http://www.firstnation.ca/stanjikoming
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=133","Name changed June 3, 2009.",Tim Knight,25Jan2019,,,,,,,,,,,,,,,
417,MoCreebec Eeyoud,,Mocreebec Council of the Cree Nation,,Cree,"Grand Council of the Crees (Eeyou Istchee)
Council of the Cree Nation Government","Cree
English",n/a,n/a,"Indian Reserve #1, Moose Factory",no NRCan listing,"http://mocreebec.com
https://www.cngov.ca/community-culture/communities
http://www.nationnewsarchives.ca/article/mocreebec-just-who-are-they/","""MoCreebec Eeyoud is the eleventh Cree First Nation to be recognized by the Cree Nation Government. MoCreebec’s membership is comprised of the Crees of Eeyou Istchee who reside or have resided in Moose Factory or Moosonee.""

""in 1905, MoCreebec families were not signatories to Treaty no. 9 in Ontario. The Federal Government chose not to include the people whose ancestry was in the province of Quebec – a decision not discouraged by the Government of Ontario or the trading companies operating in the region.

Therefore, as beneficiaries without most of the benefits, the Moose Factory Cree of Quebec, recognizing the priority of basic social needs and services, formed an association in 1980, which they named MoCreebec.""",Tim Knight,25Jan2019,,,,,,,,,,,,,,,
418,MoCreebec Eeyoud,,,MoCreebec Eeyoud,Cree,Grand Council of the Crees/ Eeyou Istchee,"Cree
English",,Not recognized as a band.,,,"http://mocreebec.com/
https://www.cngov.ca/community-culture/communities/
https://www.cbc.ca/news/canada/north/mocreebec-gets-cree-nation-support-1.4426494","Do we also need an entry for QC if they currently reside in ontario, but are historically from QC?",Robin Desmeules,May 8,,,,,,,,,,,,,,,
419,Mohawk,,Kanienkahagen,,,Haudenosaunee Confederacy,,,,,,https://www.haudenosauneeconfederacy.com/the-league-of-nations/,"""People of the Flint.""",,,,,,,,,,,,,,,,,
420,Mohawk,,"Agniers, Maquas, Five Nations, Six Nations, Haudenosaunee, Iroquois, Iroquois League, ""League of Peace and Power"", Kanien'gehaga, Kanien'kehá:ka, Kahniakehaka, Eastern Door Keepers,",,,,,,,,,LAC Spreadsheet,,,,,,,,,,,,,,,,,,
421,Mohawks of Akwesasne,,Akwesasne,Ahkwesáhsne,"Mohawk
Kanien’kehake","Mohawk Nation Council of Chiefs
Mohawk Council of Akwesasne","Kanien'keha
English",Upper Canada Treaties Area 1,159,"Akwesasne Reserve 15
Akwesasne 59","http://www4.rncan.gc.ca/search-place-names/unique/EPVRC
http://www4.rncan.gc.ca/search-place-names/unique/FESVJ","http://www.firstnation.ca/akwesasne
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=159",Alternate spelling and political affiliations from Wikipedia article.,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
422,Mohawks of Akwesasne(SEE ONTARIO HEADING),,,,Mohawk//Kanien:keha'ka ; Haudenosaunee,Haudenosaunee Confederacy ; Mohawk Nation Council of Chiefs,"Mohawk
English",,,,"Akwesasne, Ontario/Quebec/US",http://www.akwesasne.ca/,"Akwesasne's borders extend through ON, QC, and NY in the US",Robin Desmeules,3June2019,,,,,,,,,,,,,,,
423,Mohawks of Kahnawá:ke,,,,Kanien:keha'ka,Mohawk Council of Kahnawà:ke,,,,,,http://www.kahnawake.com,,,,,,,,,,,,,,,,,,
424,Mohawks of Kahnawá:ke,,"Mohawk Nation at Kahnawà:ke
Kahnawá:ke Band",Kahnawákeró:non,Mohawk//Kanien:keha'ka ; Haudenosaunee,Haudenosaunee Confederacy ; Mohawk Nation Council of Chiefs,"Mohawk
English",,70,,"Kahnawake, Doncaster//Tiowéro:ton (uninhabited reserve), Quebec","http://www.kahnawake.com/community/history.asp
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=70
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_kahnawake-eng.html
https://www.haudenosauneeconfederacy.com/the-league-of-nations/
http://www.kahnawakelonghouse.com/",existing LC http://id.loc.gov/authorities/names/no2015134061,Robin Desmeules,3June2019,,,,,,,,,,,,,,,
425,Mohawks of Kanehsatà:ke,,"Mohawks of Kanesatake First Nation
Mohawks of Kanesatake",,Mohawk//Kanien:keha'ka ; Haudenosaunee,Haudenosaunee Confederacy ; Mohawk Nation Council of Chiefs,"Mohawk
English
French",,69,,"Kanesatake, Doncaster//Tiowéro:ton (uninhabited reserve), Quebec","http://kanesatake.ca/wp/
http://fnp-ppn.aadnc-aandc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=69
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_kahnawake-eng.html",,Robin Desmeules,3June2019,,,,,,,,,,,,,,,
426,Mohawks of the Bay of Quinte,,"Bay of Quinte Mohawk
Mohawks of the Bay of Quinte-Tyendinaga
Tyendinaga Mohawk",,"Mohawk
Kanien’kehake",Association of Iroquois and Allied Indians,"Kanien'keha
English",Upper Canada Treaties Area 1,164,Tyendinaga Mohawk Territory,http://www4.rncan.gc.ca/search-place-names/unique/FEUPJ,"http://mbq-tmt.org/
http://www.firstnation.ca/mohawks-bay-quinte-tyendinaga
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=164",Seems to not be the same as Bay of Quinte Mohawk (244) a member of the Six Nations of the Grand River.,Tim Knight,19Jan2019,,,,,,,,,,,,,,,
427,Montagnais,,"Naskapi, Innu",,,,,,,,,LAC Spreadsheet,,,,,,,,,,,,,,,,,,
428,Montana First Nation,,Montana Band,,Cree,Confederacy of Treaty Six First Nations,"Nêhîyawêwin/ Nehiyawewin (Cree)
English",Treaty 6,442,"Montana 139
Pigeon Lake 138A","http://www4.rncan.gc.ca/search-place-names/unique/IAUBT
http://www4.rncan.gc.ca/search-place-names/unique/IAUBZ","http://www.montanafirstnation.com/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=442",,Sharon Farnel,May. 2019,,,,,,,,,,,,,,,
429,Montreal Lake,,Montreal Lake First Nation,,,Prince Albert Grand Council,,Treaty 6,354,,,https://www.pagc.sk.ca/first-nations/montreal-lake/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
430,Moon River Métis Nation of Ontario Charter Community,,Moon River Métis Nation of Ontario Charter Community,,Métis,Métis Nation of Ontario,,,,,,http://www.metisnation.org/community-councils/,,,,,,,,,,,,,,,,,,
431,Moose Cree First Nation,,Moose Cree,,Cree,"Nishnawbe-Aski Nation
Mushkegowuk Council","Cree
English",Treaty 9,144,"Factory Island 1
Moose Factory 68","http://www4.rncan.gc.ca/search-place-names/unique/FESYM
http://www4.rncan.gc.ca/search-place-names/unique/FESZS","http://www.moosecree.com
http://www.firstnation.ca/moose-cree
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=144",,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
432,Moose Deer Point,,Moose Deer Point First Nation,,"Neshnabé
Pottawatomi","Union of Ontario Indians
Ogemawahj Tribal Council","Pottawatomi
English",Williams Treaty,135,Moose Point 79,http://www4.rncan.gc.ca/search-place-names/unique/FESZT,"http://moosedeerpoint.com
http://www.firstnation.ca/moose-deer-point
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=135","""The people of Moose Deer Point are descendants of the Pottawatomi of the American Mid-West. As allies of the British Government, the Pottawatomi responded to an invitation from said Government, to settle in Southern Ontario in the late 1830′s, eventually joining the Beausoleil Band on Beausoleil Island. Later, some members of Beausoleil and some Pottawatomi moved north and established a settlement at Moose Point.""",Tim Knight,25Jan2019,,,,,,,,,,,,,,,
433,Moosomin,,Moosomin First Nation,,,Battlefords Agency Tribal Chiefs Inc.,,Treaty 6,342,,,http://www.moosomin.ca/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
434,Moravian of the Thames First Nation,,"Delaware Nation at Moraviantown
Moravian of the Thames",,Lenape,"Association of Iroquois and Allied Indians
Southern First Nations Secretariat",English,Upper Canada Treaties Area 2,167,Moravian 47,http://www4.rncan.gc.ca/search-place-names/unique/FESZU,"http://www.firstnation.ca/moravian-thames
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=167",,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
435,Moricetown,,,,,,Witsuwit'en,,,,,http://www.moricetown.ca/,"Smithers
Also in North Coast",Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
436,Moricetown,,,,Wet'suwet'en,,Witsuwit'en,,,,,http://www.moricetown.ca/,"Smithers
Also in Central Interior",Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
437,Mosakahiken Cree Nation,,,,Swampy Cree,Swampy Cree Tribal Council,"Cree
English",Treaty 5,312,"Moose Lake 31A
Moose Lake 31C
Moose Lake 31D
Moose Lake 31G
Moose Lake 31J","http://www4.rncan.gc.ca/search-place-names/unique/GBPGK
http://www4.rncan.gc.ca/search-place-names/unique/GBPGN
http://www4.rncan.gc.ca/search-place-names/unique/GBPKC
http://www4.rncan.gc.ca/search-place-names/unique/GBPGM
http://www4.rncan.gc.ca/search-place-names/unique/GBPGL","https://swampycree.com/mosakahiken-cree-nation/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=312",,Tim Knight,16Jun2019,,,,,,,,,,,,,,,
438,Mosquito,,Mosquito--Grizzly Bear's Head--Lean Man First Nations,,,Battlefords Agency Tribal Chiefs Inc.,,"Treaty 6
Treaty 4",343,,,"https://batc.ca/member_first_nations/mosquito.html
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=343",,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
439,Mowachaht / Muchalaht (People),,,,Northern Region,Nuu-chah-nulth Tribal Council,Nuučaan̓uɫ,,,,,http://www.yuquot.ca/,Gold River,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
440,Munsee-Delaware Nation,,"Munsee-Delaware
Munsee-Delaware First Nation
Munsee of the Thames",,Lenape,"Union of Ontario Indians
Southern First Nations Secretariat",English,Upper Canada Treaties Area 2,168,Munsee-Delaware Nation 1,http://www4.rncan.gc.ca/search-place-names/unique/FESWD,"http://www.munsee.ca
http://www.firstnation.ca/munsee-delaware
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=168",,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
441,Muscowpetung,,Muscowpetung Saulteaux Nation,,,File Hills Qu'Appelle Tribal Council Inc.,,Treaty 4,381,,,http://fhqtc.com/muscowpetung/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
442,Mushuau Innu First Nation,,Mushuau Innu,,Innu,,Mushuau-aimun,,32,,,"http://www.innu.ca
https://www.innu-aimun.ca/",Natuashish,,,,,,,,,,,,,,,,,
443,Muskeg Lake,,Muskeg Lake Cree Nation,,,Saskatoon Tribal Council,,Treaty 6,375,,,https://www.sktc.sk.ca/member-nations/muskeg-lake-cree-nation/,102,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
444,Muskoday,,Muskoday First Nation,,,Saskatoon Tribal Council,,Treaty 6,371,,,https://www.sktc.sk.ca/member-nations/muskoday-first-nation/,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
445,Muskowekwan,,Muskowekwan First Nation,,,Touchwood Agency Tribal Council,,Treaty 4,392,,,http://www.touchwoodagency.ca/muskowekwan.html,,Don Johnson,05Jun2019,,,,,,,,,,,,,,,
446,Muskrat Dam First Nation,,Muskrat Dam Lake First Nation,,Oji-Cree,"Nishnawbe-Aski Nation
Indepenent First Nations Alliance","Anishininimowin
English",Treaty 9,213,Muskrat Dam Lake,http://www4.rncan.gc.ca/search-place-names/unique/FESZW,"http://www.firstnation.ca/muskrat-dam-first-nation
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=213",,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
447,N'quátqua,,Anderson Lake,,,"St'át'imc Government Services,
 Lower Stl'atl'imx Tribal Council, St'át'imc Chiefs Council,",St'at'imcets,,,,,https://www.nquatqua.ca/,Anderson Lake,Morning Star Padilla,17Aug2018,,,,,,,,,,,,,,,
448,Nadleh Whut'en,,,,,Carrier Sekani Tribal Council,Dakelh,,,,,http://www.nadleh.ca/,Fort Fraser,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
449,Nahanni Butte,,,Sambaa K’e,,,,Treaty 11,n/a,,60°26'N/121°15'W / 95-A,NWT Place Name Gazette,"Changed from Trout Lake June 21, 2016.; Traditional pronounciation: sahm-ba-k-ay; Translation: place of trout",Lisc Daley,14Sep2018,,,,,,,,,,,,,,,
450,Naicatchewenin First Nation,,"Anishinaabeg of Nagaajiwanaang
Naicatchewenin
Northwest Bay First Nation",,"Anishnabek
Ojibway","Grand Council of Treaty 3
Pwi-Di-Goo-Zing-Ne-Yaa-Zhing Advisory Services","Ojibwemowin
English",Treaty 3,128,"Agency 1
Rainy Lake 17A
Rainy Lake 17B","http://www4.rncan.gc.ca/search-place-names/unique/FESVI
http://www4.rncan.gc.ca/search-place-names/unique/FETAL
http://www4.rncan.gc.ca/search-place-names/unique/FETAM","http://naicatcheweninfirstnation.ca
http://www.firstnation.ca/naicatchewenin
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=128",Used for references from Wikipedia article.,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
451,Nain,,,Nunainguk,"Inuit
Kablunangajuit
Non-Inuit",Nunatsiavut Government,"English, Inuttitut, Inuktitut",Labrador Inuit Land Claims Agreement (LILCA),n/a,,,https://www.itk.ca/wp-content/uploads/2016/07/20050922-itk-communities-map.pdf,"Nunatsiavut Government was formed in 2005 after the signing of the Labrador Inuit Land Claims Agreement (LILCA), after this the Labrador Inuit Association (LIA) ceased to exist. Nunatsiavut, Newfoundland and Labrador.","Carol Rigby
(Tim Knight)",08Mar2019,,,,,,,,,,,,,,,
452,Nak'azdli,,,,,,Dakelh,,,,,https://nakazdli.wordpress.com/,Fort St. James,Morning Star Padilla,29Aug2018,,,,,,,,,,,,,,,
453,Nakawē,,Plains Cree,Saulteau,"Dunne Za, Cree, Saulteau",Treaty 8 Tribal Association,Anishnaubemowin / Dane-Zaa / Nēhiyawēwin,,,,,http://www.saulteau.com/,Moberly Lake,Morning Star Padilla,22Aug2018,,,,,,,,,,,,,,,
454,Nakoda [Alberta] [Saskatchewan] [Manitoba],,"Assiniboin, Assiniboine",,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Namaygoosisagagun First Nation,,,,"Anishnabek
Ojibway","Union of Ontario Indians
Unafilliated","Ojibwemowin
English",Robinson-Superior Treaty,n/a,non-reserve community,no NRCan listing,"http://www.namaygoosisagagun.ca
http://www.firstnation.ca/namaygoosisagagun",,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
456,Namgis (People),,Nimpkish-Cheslakees,,,,Kwak̓wala,,,,,http://www.namgis.bc.ca/,Northern Vancouver Island,Morning Star Padilla,24Aug2018,,,,,,,,,,,,,,,
457,Naotkamegwanning First Nation,,"Whitefish Bay (Naotkamegwanning)
Whitefish Bay First Nation",,"Anishnabek
Ojibway
Saulteaux","Grand Council of Treaty 3
Bimose Tribal Council","Ojibwemowin
English",Treaty 3,158,"Agency 30
Sabaskong Bay 32C
Whitefish Bay 32A
Yellow Girl Bay 32B","http://www4.rncan.gc.ca/search-place-names/unique/FESXJ
http://www4.rncan.gc.ca/search-place-names/unique/FETAU
http://www4.rncan.gc.ca/search-place-names/unique/FETBY
http://www4.rncan.gc.ca/search-place-names/unique/FETCF","http://eolfn.lakeheadu.ca/the-communities/naotkamegwanning-first-nation
http://www.firstnation.ca/whitefish-bay-naotkamegwanning
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=158",,Tim Knight,25Jan2019,,,,,,,,,,,,,,,
458,Naskapi,,"Naskapis, Nascapie, Innu, Montagnais",,,,,,,,,LAC Spreadsheet,,,,,,,,,,,,,,,,,,
459,Naskapi Nation of Kawawachikamach,,"Naskapi Band of Quebec
Naskapis de Schefferville Indian Band
Naskapis, Schefferville, Québec (Indiens)
Bande des Naskapis de Shefferville
Naskapis de Schefferville‏
Indiens Naskapis de Schefferville
Naskapi, Schefferville, Québec (Indiens)‏",,Naskapi,,"Naskapi
English
French",Northeastern Quebec Agreement,81,,"Kawawachikamach, Schefferville, Quebec","http://www.naskapi.ca/
http://fnp-ppn.aandc-aadnc.gc.ca/fnp/Main/Search/FNMain.aspx?BAND_NUMBER=81
https://www.aadnc-aandc.gc.ca/Mobile/Nations/profile_kawawachikamach-eng.html
http://www.autochtones.gouv.qc.ca/relations_autochtones/profils_nations/naskapis_en.htm","existing lc: 
 http://id.loc.gov/authorities/names/no2015149683",Robin Desmeules,28May2019,,,,,,,,,,,,,,,
